名稱,縣市,緯度,經度,is_indoor,設施類型,最近測站,測站AQI,距離(km),風險等級
萬巒鄉立幼兒園泗溝分班,屏東縣萬巒鄉,22.5885,120.58,True,室內,潮州,95,7.52,Normal
圖書館,屏東縣萬丹鄉,22.589,120.4849,True,室內,大寮,101,6.71,High Risk
萬丹鄉行政中心,屏東縣萬丹鄉,22.5894,120.485,True,室內,大寮,101,6.74,High Risk
高雄市旗津區公所5樓大禮堂,高雄市旗津區,22.589974,120.284774,True,室內,前鎮,77,2.91,Normal
佛聖宮,高雄市大寮區,22.590008,120.381144,True,室內,鳳山,80,4.89,Normal
高雄市鳳山區過埤國民小學,高雄市鳳山區,22.590382,120.362405,True,室內,小港,83,3.72,Normal
高雄市立福誠高級中學,高雄市鳳山區,22.590487,120.323885,True,室內,前鎮,77,2.23,Normal
高雄市前鎮區鎮昌國民小學,高雄市前鎮區,22.590548,120.317983,True,室內,前鎮,77,1.84,Normal
五溝國小,屏東縣萬巒鄉,22.5908,120.594,True,室內,潮州,95,8.25,Normal
高雄市大寮區大寮國民小學,高雄市大寮區,22.590861,120.416445,True,室內,大寮,101,3.11,High Risk
佳平活動中心,屏東縣泰武鄉,22.591406,120.628948,True,室內,潮州,95,10.3,Normal
大寮里社區活動中心,高雄市大寮區,22.591471,120.416643,True,室內,大寮,101,3.17,High Risk
泰武國中,屏東縣泰武鄉,22.5915,120.6333,True,室內,潮州,95,10.62,Normal
澳洲特區,高雄市大寮區,22.591949,120.396834,True,室內,大寮,101,4.26,High Risk
荷蘭町,高雄市大寮區,22.591993,120.399701,True,室內,大寮,101,4.06,High Risk
興華國小,屏東縣萬丹鄉,22.5929,120.4615,True,室內,大寮,101,4.9,High Risk
高雄市政府社會局無障礙之家,高雄市前鎮區,22.5941,120.3153,True,室內,前鎮,77,1.36,Normal
高雄市鳳山區南成國民小學,高雄市鳳山區,22.594316,120.335487,True,室內,復興,83,2.89,Normal
龍成宮,高雄市鳳山區,22.5945,120.3283,True,室內,復興,83,2.3,Normal
米蘭特區,高雄市大寮區,22.594653,120.388157,True,室內,鳳山,80,4.88,Normal
四維國小,屏東縣萬丹鄉,22.595,120.49,True,室內,大寮,101,7.48,High Risk
僑智國小,屏東縣內埔鄉,22.595,120.5566,True,室內,潮州,95,8.01,Normal
萬金天主教堂,屏東縣萬巒鄉,22.5951,120.6112,True,室內,潮州,95,9.51,Normal
嘉蘭國小 Jialan Elementary School,臺東縣金峰鄉,22.595308,120.961523,True,室內,臺東,33,26.31,Normal
高雄市鳳山區鳳翔國民小學,高雄市鳳山區,22.595332,120.340798,True,室內,小港,83,3.3,Normal
高雄市立鳳翔國民中學,高雄市鳳山區,22.59641,120.348197,True,室內,小港,83,3.57,Normal
萬丹國中,屏東縣萬丹鄉,22.5966,120.4881,True,室內,大寮,101,7.39,High Risk
嘉蘭村活動中心 Jialan Activity Center,臺東縣金峰鄉,22.596696,120.959985,True,室內,臺東,33,26.33,Normal
高雄市鳳山區福誠國民小學,高雄市鳳山區,22.596813,120.325055,True,室內,復興,83,1.88,Normal
高雄市立五甲國民中學,高雄市鳳山區,22.598112,120.328691,True,室內,復興,83,2.08,Normal
高雄市鳳山區中崙國民小學,高雄市鳳山區,22.599431,120.350798,True,室內,鳳山,80,3.26,Normal
大發公有市場3樓,高雄市大寮區,22.600592,120.397972,True,室內,大寮,101,4.93,High Risk
高雄市前鎮區瑞祥國民小學,高雄市前鎮區,22.600692,120.326798,True,室內,復興,83,1.76,Normal
高雄市旗津區中洲國民小學,高雄市旗津區,22.6008,120.2764,True,室內,前鎮,77,3.3,Normal
高雄市立瑞祥高級中學,高雄市前鎮區,22.602208,120.324758,True,室內,復興,83,1.49,Normal
高雄市立大寮幼兒園,高雄市大寮區,22.602808,120.422136,True,室內,大寮,101,4.31,High Risk
高雄市立大寮國民中學,高雄市大寮區,22.602926,120.39266,True,室內,鳳山,80,4.58,Normal
高雄市立中崙國民中學,高雄市鳳山區,22.603304,120.353555,True,室內,鳳山,80,2.79,Normal
三隆里社區活動中心,高雄市大寮區,22.60349,120.406342,True,室內,大寮,101,4.79,High Risk
高雄市鳳山區正義國民小學,高雄市鳳山區,22.603997,120.340127,True,室內,復興,83,2.93,Normal
正興村活動中心Zhengxing Activity Center,臺東縣金峰鄉,22.604086,120.996484,True,室內,臺東,33,23.08,Normal
泰武活動中心,屏東縣泰武鄉,22.6046,120.6117,True,室內,潮州,95,10.44,Normal
高雄市立獅甲國民中學,高雄市前鎮區,22.6051,120.3083,True,室內,前鎮,77,0.07,Normal
竹田鄉立幼兒園,屏東縣竹田鄉,22.60513,120.5476216,True,室內,潮州,95,9.23,Normal
高雄市大寮區永芳國民小學,高雄市大寮區,22.605277,120.395195,True,室內,鳳山,80,4.64,Normal
高雄市前鎮區瑞豐國民小學,高雄市前鎮區,22.6061,120.337,True,室內,復興,83,2.58,Normal
金湯營區,高雄市鳳山區,22.6077,120.3623,False,室外,鳳山,80,2.33,Warning
中正營區,高雄市鳳山區,22.6077,120.3623,False,室外,鳳山,80,2.33,Warning
高雄市大寮區山頂國民小學,高雄市大寮區,22.607807,120.388806,True,室內,鳳山,80,3.93,Normal
高雄市前鎮區復興國民小學,高雄市前鎮區,22.608203,120.311425,True,室內,復興,83,0.08,Normal
高雄市前鎮區樂群國民小學,高雄市前鎮區,22.608234,120.322489,True,室內,復興,83,1.08,Normal
山頂里社區活動中心,高雄市大寮區,22.608247,120.388518,True,室內,鳳山,80,3.88,Normal
高雄市前鎮區民權國民小學,高雄市前鎮區,22.608482,120.314444,True,室內,復興,83,0.25,Normal
高雄市旗津區旗津國民小學,高雄市旗津區,22.609,120.2715,True,室內,前金,68,3.18,Normal
高雄市竹西里活動中心,高雄市前鎮區,22.60930404,120.3198654,True,室內,復興,83,0.81,Normal
內埔國小,屏東縣內埔鄉,22.61,120.5659,True,室內,潮州,95,9.67,Normal
高雄市立中正高級工業職業學校,高雄市前鎮區,22.610595,120.317629,True,室內,復興,83,0.61,Normal
高雄市立光華國民中學,高雄市前鎮區,22.61083,120.322944,True,室內,復興,83,1.15,Normal
內埔鄉文康中心,屏東縣內埔鄉,22.611,120.5695,True,室內,潮州,95,9.81,Normal
高雄市立瑞豐國民中學,高雄市前鎮區,22.611085,120.331091,True,室內,復興,83,1.98,Normal
內埔國中,屏東縣內埔鄉,22.6113,120.5705,True,室內,潮州,95,9.85,Normal
大王國小,臺東縣太麻里鄉,22.613304,121.003685,True,室內,臺東,33,21.82,Normal
高雄市鳳山區新甲國民小學,高雄市鳳山區,22.613771,120.339923,True,室內,鳳山,80,2.4,Normal
高雄市苓雅區成功國民小學,高雄市苓雅區,22.613929,120.297064,True,室內,前鎮,77,1.56,Normal
高雄市前鎮區愛群國民小學,高雄市前鎮區,22.61396,120.312716,True,室內,復興,83,0.59,Normal
武侯宮,高雄市大寮區,22.613987,120.411173,True,室內,大寮,101,5.73,High Risk
光武里社區活動中心,高雄市大寮區,22.614458,120.384658,True,室內,鳳山,80,3.18,Normal
高雄市苓洲國民小學,高雄市苓雅區,22.6145,120.3005,True,室內,復興,83,1.35,Normal
順安府,臺東縣太麻里鄉,22.614936,120.993368,True,室內,臺東,33,22.44,Normal
太麻里鄉老人會館,臺東縣太麻里鄉,22.614936,120.993368,True,室內,臺東,33,22.44,Normal
社皮國小,屏東縣萬丹鄉,22.615,120.4681,True,室內,屏東,88,6.77,Normal
高雄市立英明國民中學,高雄市苓雅區,22.615251,120.324395,True,室內,復興,83,1.46,Normal
東寧國小,屏東縣內埔鄉,22.6155,120.5629,True,室內,屏東,88,10.0,Normal
老人文康活動中心,屏東縣萬丹鄉,22.6157,120.4691,True,室內,屏東,88,6.67,Normal
老人文康活動中心,屏東縣萬丹鄉,22.6157,120.4691,True,室內,屏東,88,6.67,Normal
廣安國小,屏東縣萬丹鄉,22.6157,120.4905,True,室內,屏東,88,6.39,Normal
竹田國中,屏東縣竹田鄉,22.615722,120.524088,True,室內,屏東,88,7.37,Normal
黃厝北極上帝殿,高雄市大寮區,22.616179,120.410497,True,室內,鳳山,80,5.61,Normal
富田國小,屏東縣內埔鄉,22.6163,120.5401,True,室內,屏東,88,8.27,Normal
高雄市大寮區忠義國民小學,高雄市大寮區,22.616353,120.384143,True,室內,鳳山,80,3.04,Normal
高雄市立鳳甲國民中學,高雄市鳳山區,22.616576,120.342588,True,室內,鳳山,80,1.99,Normal
高雄市鳳山區誠正國民小學,高雄市鳳山區,22.616848,120.363867,True,室內,鳳山,80,1.42,Normal
高雄市鳳山區鳳西國民小學,高雄市鳳山區,22.61715,120.358728,True,室內,鳳山,80,1.23,Normal
高雄市鳳山區忠孝國民小學,高雄市鳳山區,22.617854,120.349428,True,室內,鳳山,80,1.41,Normal
高雄市立苓雅國民中學,高雄市苓雅區,22.618047,120.30541,True,室內,復興,83,1.24,Normal
忠義里里辦公處2樓,高雄市大寮區,22.618515,120.382478,True,室內,鳳山,80,2.78,Normal
中興里社區活動中心,高雄市大寮區,22.618811,120.387461,True,室內,鳳山,80,3.25,Normal
高雄市苓雅區福康國民小學,高雄市苓雅區,22.618957,120.32935,True,室內,復興,83,2.11,Normal
黃埔營區,高雄市鳳山區,22.6192,120.3656,False,室外,鳳山,80,1.3,Warning
高雄市立忠孝國民中學,高雄市鳳山區,22.619923,120.346448,True,室內,鳳山,80,1.45,Normal
新濱營區,高雄市鼓山區,22.6202,120.2745,False,室外,前金,68,1.98,Warning
高雄市政府社會局安琪兒家園,高雄市苓雅區,22.6205,120.312,True,室內,復興,83,1.31,Normal
高雄市政府社會局陽光家園,高雄市苓雅區,22.6205,120.312,True,室內,復興,83,1.31,Normal
高雄市苓雅區五權國民小學,高雄市苓雅區,22.62062,120.324166,True,室內,復興,83,1.82,Normal
育英國小,屏東縣內埔鄉,22.6207,120.5815,True,室內,潮州,95,11.05,Normal
高雄市立高雄高級女子中學,高雄市前金區,22.6209,120.2927,True,室內,前金,68,1.57,Normal
高雄市鹽埕區光榮國民小學,高雄市鹽埕區,22.621,120.288,True,室內,前金,68,1.44,Normal
謝府元帥廟,高雄市大寮區,22.621389,120.393778,True,室內,鳳山,80,3.81,Normal
高雄市鹽埕區忠孝國民小學,高雄市鹽埕區,22.6216,120.2852,True,室內,前金,68,1.38,Normal
沙鹿幼兒園埔子分班,臺中市沙鹿區,22.6219,120.3381,True,室內,鳳山,80,2.1,Normal
高雄市苓雅區四維國民小學,高雄市苓雅區,22.623092,120.312653,True,室內,復興,83,1.6,Normal
翁園里社區活動中心,高雄市大寮區,22.623246,120.408663,True,室內,鳳山,80,5.29,Normal
高雄市大寮區翁園國民小學,高雄市大寮區,22.623246,120.408663,True,室內,鳳山,80,5.29,Normal
高雄市鼓山區鼓山國民小學,高雄市鼓山區,22.6236,120.2713,True,室內,前金,68,1.96,Normal
高雄市立鹽埕國民中學,高雄市鹽埕區,22.6236,120.2879,True,室內,前金,68,1.15,Normal
高雄市鹽埕區鹽埕國民小學,高雄市鹽埕區,22.6237,120.2829,True,室內,前金,68,1.2,Normal
高雄市鳳山區大東國民小學,高雄市鳳山區,22.623852,120.362625,True,室內,鳳山,80,0.71,Normal
高雄市苓雅區福東國民小學,高雄市苓雅區,22.6241,120.3269,True,室內,復興,83,2.29,Normal
高雄市立新興高級中學,高雄市新興區,22.6244,120.304,True,室內,復興,83,1.93,Normal
鹽埕區公所11樓大禮堂,高雄市鹽埕區,22.6248,120.2868,True,室內,前金,68,1.01,Normal
高雄市鳳山區鳳山國民小學,高雄市鳳山區,22.624823,120.356507,True,室內,鳳山,80,0.38,Normal
鳳山區公所大禮堂,高雄市鳳山區,22.6252,120.3592,True,室內,鳳山,80,0.37,Normal
高雄市立鳳山國民中學,高雄市鳳山區,22.625285,120.372009,True,室內,鳳山,80,1.53,Normal
高雄市立高雄高級高商職業學校,高雄市新興區,22.6257,120.3095,True,室內,復興,83,1.91,Normal
高雄市前金區前金國民小學,高雄市前金區,22.626351,120.293922,True,室內,前金,68,1.12,Normal
高雄市立中正高級中學,高雄市苓雅區,22.626491,120.338791,True,室內,鳳山,80,1.92,Normal
高雄市新興區新興國民小學,高雄市新興區,22.627003,120.305317,True,室內,前金,68,2.05,Normal
萬安活動中心,屏東縣泰武鄉,22.6274,120.6384,True,室內,潮州,95,14.05,Normal
前金區公所5樓大禮堂,高雄市前金區,22.6276,120.2943,True,室內,前金,68,1.04,Normal
高雄市新興區大同國民小學,高雄市新興區,22.628,120.2985,True,室內,前金,68,1.37,Normal
高雄市鳳山區中正國民小學,高雄市鳳山區,22.628249,120.37408,True,室內,鳳山,80,1.71,Normal
溪寮里社區活動中心,高雄市大寮區,22.628398,120.420494,True,室內,鳳山,80,6.47,Normal
基督教鳳山長老教會,高雄市鳳山區,22.6284,120.361,True,室內,鳳山,80,0.37,Normal
高雄市立前金國民中學,高雄市前金區,22.6294,120.2905,True,室內,前金,68,0.63,Normal
國立鳳山高級中學,高雄市鳳山區,22.629893,120.345723,True,室內,鳳山,80,1.22,Normal
排灣社區活動中心,屏東縣瑪家鄉,22.63,120.6264,True,室內,潮州,95,13.64,Normal
高雄市苓雅區中正國民小學,高雄市苓雅區,22.630177,120.333309,True,室內,鳳山,80,2.49,Normal
高雄市鳳山區瑞興國民小學,高雄市鳳山區,22.63018,120.368353,True,室內,鳳山,80,1.14,Normal
鳳山街友服務中心,高雄市鳳山區,22.6303,120.3648,True,室內,鳳山,80,0.79,Normal
高雄市大寮區溪寮國民小學,高雄市大寮區,22.630524,120.420439,True,室內,鳳山,80,6.47,Normal
高雄市鳳山區中山國民小學,高雄市鳳山區,22.630617,120.349906,True,室內,鳳山,80,0.82,Normal
高雄市立青年國民中學,高雄市鳳山區,22.630785,120.349,True,室內,鳳山,80,0.91,Normal
泰安國小,屏東縣內埔鄉,22.6308,120.5943,True,室內,屏東,88,11.88,Normal
北里活動中心,臺東縣太麻里鄉,22.6313,120.9994,True,室內,臺東,33,20.75,Normal
高雄市新興區信義國民小學,高雄市新興區,22.6316,120.311,True,室內,前金,68,2.5,Normal
高雄市鼓山區壽山國民小學,高雄市鼓山區,22.631757,120.280013,True,室內,前金,68,0.73,Normal
高雄市前金區建國國民小學,高雄市前金區,22.6324,120.2979,True,室內,前金,68,1.16,Normal
高雄市立壽山國民中學,高雄市鼓山區,22.633012,120.278437,True,室內,前金,68,0.86,Normal
高雄市三民區河濱國民小學,高雄市三民區,22.634,120.2878,False,室外,前金,68,0.11,Warning
高雄市新興區七賢國民小學,高雄市新興區,22.634,120.307,True,室內,前金,68,2.08,Normal
高雄市鳳山區文華國民小學,高雄市鳳山區,22.6344,120.352746,True,室內,鳳山,80,0.85,Normal
高雄市大寮區中庄國民小學,高雄市大寮區,22.634717,120.397497,True,室內,鳳山,80,4.18,Normal
"千歲,千北,立德,鳳南聯合里活動中心",高雄市三民區,22.6354,120.2906,True,室內,前金,68,0.43,Normal
三塊厝聯合里活動中心,高雄市三民區,22.6361,120.2958,True,室內,前金,68,0.96,Normal
高雄市苓雅區凱旋國民小學,高雄市苓雅區,22.636415,120.319935,True,室內,復興,83,3.19,Normal
高雄市立中庄國民中學,高雄市大寮區,22.636416,120.401844,True,室內,鳳山,80,4.65,Normal
高雄市三民區三民國民小學,高雄市三民區,22.6367,120.2911,True,室內,前金,68,0.54,Normal
鼓山區行政中心七樓大禮堂,高雄市鼓山區,22.6368,120.281,True,室內,前金,68,0.67,Normal
江山里社區活動中心,高雄市大寮區,22.63768,120.411378,True,室內,鳳山,80,5.64,Normal
高雄市大寮區後庄國民小學,高雄市大寮區,22.637822,120.389503,True,室內,鳳山,80,3.46,Normal
屏東市公館國小,屏東縣屏東市,22.6379,120.4822,True,室內,屏東,88,3.96,Normal
高雄市立高雄高級中學,高雄市三民區,22.6382,120.298,True,室內,前金,68,1.25,Normal
高雄市三民區光武國民小學,高雄市三民區,22.6388,120.3343,True,室內,鳳山,80,2.65,Normal
北辰宮,高雄市鳳山區,22.6393,120.3658,True,室內,鳳山,80,1.51,Normal
高雄市鼓山區鼓岩國民小學,高雄市鼓山區,22.6401,120.283,True,室內,前金,68,0.79,Normal
高雄市立民族國民中學,高雄市三民區,22.640511,120.33318,True,室內,鳳山,80,2.84,Normal
"德北,十全,十美聯合里活動中心",高雄市三民區,22.6406,120.2951,True,室內,前金,68,1.13,Normal
高雄市鳳山區文德國民小學,高雄市鳳山區,22.640693,120.353925,True,室內,鳳山,80,1.44,Normal
寶安里活動中心,高雄市三民區,22.6407,120.3289,True,室內,鳳山,80,3.24,Normal
後庄老人活動中心,高雄市大寮區,22.640743,120.390201,True,室內,鳳山,80,3.64,Normal
麟洛鄉公所,屏東縣麟洛鄉,22.641,120.536,True,室內,屏東,88,6.08,Normal
國立屏東科技大學孟祥體育館,屏東縣內埔鄉,22.64119569,120.5960839,True,室內,屏東,88,11.64,Normal
屏東縣立公正國中,屏東縣屏東市,22.6412,120.4842,True,室內,屏東,88,3.57,Normal
義和代天府,高雄市大寮區,22.641423,120.420934,True,室內,鳳山,80,6.68,Normal
高雄市鳳山區鎮北國民小學,高雄市鳳山區,22.642652,120.368052,True,室內,鳳山,80,1.95,Normal
新興國小 Xingxing Elementary School,臺東縣金峰鄉,22.64298,121.002857,True,室內,臺東,33,19.63,Normal
"德智,德仁里活動中心",高雄市三民區,22.643,120.3088,True,室內,前金,68,2.48,Normal
寶珠溝里活動中心,高雄市三民區,22.6431,120.3339,True,室內,鳳山,80,2.93,Normal
高雄市立陽明國民中學,高雄市三民區,22.643129,120.340424,True,室內,鳳山,80,2.41,Normal
高雄市三民區民族國民小學,高雄市三民區,22.6435,120.3202,True,室內,前金,68,3.59,Normal
高雄市避難收容暨備災訓練中心,高雄市鳳山區,22.6436,120.3648,True,室內,鳳山,80,1.88,Normal
中都地區聯合里活動中心,高雄市三民區,22.6442,120.283,True,室內,前金,68,1.21,Normal
高雄市立正興國民中學,高雄市三民區,22.644461,120.319684,True,室內,前金,68,3.58,Normal
高雄市三民區愛國國民小學,高雄市三民區,22.6445,120.3137,True,室內,前金,68,3.01,Normal
